LibraryName	DBS-ID	RS	OCLCRegistry	OCLC	LibraryID
Bücherei Meckenhausen	PB074	95760127127			209513
Bücherei Mediothek Dusslingen	HP227	84165001011			207695
Bücherei Meinersen	HK246	31515405017			204641
Bücherei Meitingen	JC208	97720177177			209013
Bücherei Mering		97715705146			209014
Bücherei Mühlhausen	QE330	82265006054			207529
Bücherei Möning	NN007	93730126126			209665
Bücherei Neuhausen ob Eck	NE785	83275006038			208339
Bücherei Neukirch	PF079	84355006042			209233
Bücherei Nieblum	LL255	10545488087			203554
Bücherei Niederems	GJ765	64390016016			207137
Bücherei Oberkassel					61141
Bücherei Peißenberg	HQ116	91900139139			208579
Bücherei Plankstadt	GE693	82260063063			207497
Bücherei Pleidelsheim	KR107	81185004063			207950
Bücherei Pleinfeld	PG849	95770161161			209618
Bücherei Prien	JP099	91870162162			208647
Bücherei Rantum/Sylt	LF154	10540168168			203559
Bücherei Rath					61142
Bücherei Reppenstedt	GW376	33555404031			203354
Bücherei Rettenbach	RE876	97775772183			209191
Bücherei Rimsingen	HA001	83155002015			208378
Bücherei Rosdorf	KJ149	31590029029			204496
Bücherei Rothenschirmbach	UL469	150870130130			202703
Bücherei Rottendorf	SK715	96790185185			210149
Bücherei Rudi Schmid-Geiger	HE601	84365007006			209265
Bücherei Rüdesheim e.V.	PF407	64390013013			207115
Bücherei Schopfloch (in der Gemeinschaftsschule)	CH147	82375001061			207728
Bücherei Schuby	LJ246	10595993077			203497
Bücherei Schweich-Issel	GA869	72355006125			206199
Bücherei Schönberg	WF544	130745459074			203445
Bücherei Seefeld-Hechendorf	SM119	91880132132			208551
Bücherei Sinzing	SG931	93750199199			209772
Bücherei St. Jakob Buchbach	PL454	91830114114			208798
Bücherei St. Lamberti Ochtrup	QF516	55660068068			205454
Bücherei St. Ludwig	QS036	95610000000			209577
Bücherei St. Nikolaus Reichertshofen	QM130	93735321159			209684
Bücherei St. Zeno	PM227	91720114114			208688
Bücherei Stadtbergen	JB848	97720202202			209011
Bücherei Steinheim	GD664	57620032032			204059
Bücherei Süderende	LL243	10545488129			203555
Bücherei Sörup	LJ003	10595949161			203508
Bücherei Tamm	KQ887	81185002071			207657
Bücherei Tarp	LJ015	10595940171			203506
Bücherei Teutschenthal	WK756	150880365365			202682
Bücherei Unterbach					61143
Bücherei Unterrath					61144
Bücherei Utersum	LB392	10545488143			203556
Bücherei Volkmarode	LE964	31010000000			204583
Bücherei Wackersdorf	HK313	93765346175			209693
Bücherei Walkenried	LF324	31590036036			204547
Bücherei Wenningstedt/Sylt	LF099	10545439149			203562
Bücherei Wersten					61145
Bücherei Wesendorf	JC579	31515407038			203813
Bücherei Wildetaube	YC050	160765056039			202849
Bücherei Wilhelmsfeld e.V.	WF692	82265007099			207534
Bücherei Zaberfeld	ZA743	81255010108			207946
Bücherei-Mediathek-Zetel in der Gemeinde Zetel		34550027027			203604
Bücherei/Schule Garding	LH424	10545417035			203547
Bücherei/Schule Gelting	LH412	10595990112			203477
Büchereien der Stadt Remseck am Neckar	KQ632	81180081081			207643
Büchereifachstelle der Evangelische Kirche von Westfalen	XY511	57110000000			204144
Büchereifachstelle der Evangelische Landeskirche in Württemberg	XY638	81110000000			207571
Büchereifachstelle des Erzbistums Paderborn	XY821	57740032032			204078
Büchereistadl Georgensgmünd - Haus des Gastes		95760121121			209515
Büchereistelle Eltze	LK676	32410018018			203951
Büchereitreff Ueffeln	NA684	34590014014			205597
Büchereizentrale Niedersachsen	XY031	33550022022			203346
Büchereizentrale Schleswig-Holstein		10010000000			203489
Bücherhallen Hamburg, Zentralbibliothek	LC773	20000000000			203326
Bücherinsel Vaalser Straße der Pfarrgemeinde St. Jakob	QN262	53340002002			205901
Bücheroase Untersteinach	JQ262	94775437159			209994
Bücherparadies und Stadtbücherei Fröndenberg	AC432	59780012012			206638
Bücherstube der EKH im Evangelische Krankenhaus Hagen-Haspe GmbH	QH719	59140000000			206595
Bücherstube der Evangelische Kirche in Fredenbeck	TL403	33595402017			203387
Bücherstube der Friedenskirche Arnum	PP042	32410007007			203886
Bücherstube Ottenbach	TT731	81175003037			207827
Bücherstube Sprötau	ST996	160685011052			210518
Bücherstube Wundersleben	WD964	160685009062			210519
Bücherstübchen Ottenhain	YJ817	146260245245			202502
Büchertreff an der Christuskirche Neuenhaßlau	GM638	64350015015			206915
Bücherwurm Adelberg	KQ730	81175008001			207824
Bücherwurm. Kinder- und Elternbücherei im Evangelische Kindergarten	TL294	82155002007			208037
Bürgerbücherei Dahl	PB331	57740032032			204082
Bäderbibliothek Boltenhagen	WC014	130745454010			203449
Bäderbibliothek Haus Ithaka	WC026	130720036036			203267
Bökerstuuv - Öffentliche Bücherei der Bürgerstiftung Hanstedt	HG476	33535402016			203340
Carl-Stumpf-Bibliothek Wiesentheid	GQ263	96755614178			210220
Carl-Thiem-Klinikum Cottbus. Patientenbibliothek	MC158	120520000000			202552
Catholic Public Library St. Jakobus					29989
Central Library of Forschungszentrum Jülich					42548
Charite Campus Benjamin Franklin. Patientenbibliothek	GW108	110000000000			203037
Charlotte-Dessecker-Bücherei Pullach i. Isartal	JM947	91840139139			208531
Chorverband in der Evangelischen Kirche im Rheinland e. V., Musikbibliothek		51240000000			204915
Christian-Wagner-Bibliothek	KR211	81150042042			207607
Christian-Weise-Bibliothek					61418
Christliches Krankenhaus, Patientenbücherei	QT582	34595401030			205615
City Library of Recklinghausen					3044
Cologne Public Library					2947
Corvinus-Bücherei	ND314	31590016016			204488
Dalheim. Gemeindebibliothek	HJ096	73395007010			206291
Dansk Centralbibliotek for Sydslesvig					199281
Dansk Centralbibliotek for Sydslesvig	GS995	10010000000			203500
Deutsch-Amerikanisches Institut Heidelberg, Bibliothek	NC449	82210000000			207510
Deutsch-Amerikanisches Zentrum / James-F.-Byrnes-Institut e.V., Bibliothek		81110000000			207557
Deutsche Blinden-Bibliothek, Emil-Krückmann-Bücherei(EKB)	DC436	65340014014			204292
Deutsche Zentralbücherei für Blinde	GE735	147130000000			202566
Deutsches Elektronen-Synchrotron Library					ZB$3507
DHBW Heidenheim Bibliothek					38751
Diakobücherei im Agaplesion Diakonieklinikum Rotenburg	NX717	33570039039			203737
Diakoneo Bibliothek Löhe23		95710180180			209587
Diakonie-Krankenhaus. Bibliothek	NU873	71330006006			206343
Diakoniekrankenhaus Annastift gGmbH, Patientenbücherei	TH694	32410001001			203857
Diakoniekrankenhaus Friederikenstift gGmbH, Patientenbücherei	NY540	32410001001			203846
Diakoniekrankenhaus Friederikenstift gGmbH, Patientenbücherei	QW487	32410001001			203851
Diakoniekrankenhaus Friederikenstift gGmbH, Patientenbücherei	MH318	32520002002			204005
Diakoniekrankenhaus Henriettenstift gGmbH, Patientenbücherei	NY606	32410001001			203850
Dianaklinik - Evangelische Bücherei Bad Bevensen	QB717	33605407002			203824
Die Muschel , Evangelische öffentl. Gemeindebücherei	RA226	34570014014			203664
DIE WEISSENAU. Zentrum für Psychiatrie Weißenau. Patientenbibliothek	LE125	84365005064			209246
Diesterweg-Gymnasium Tangermünde-Havelberg, Standort Havelberg, Schülerbibliothek		150900225225			204733
Diözesanbücherei Passau	NF190	92620000000			209821
Diözesanstelle des Sankt Michaelsbundes, Austauschbücherei Regensburg		93620000000			209735
Diözesanstelle für Büchereiarbeit	XY699	91760123123			208850
documenta und Museum Fridericianum					210755
Dombibliothek, Öffentliche Bibliothek für die Stadt Limburg	QZ269	65330009009			207141
Dorf- und Schulbücherei Gramzow	WG706	120735306225			203246
Dorfbibliothek Stiege	ST103	150850228228			204674
Dorfbücherei Hirzweiler	JB447	100430112112			207255
Dorfbücherei Quirla	QU200	160745050094			202827
Dorfbücherei Sörgenloch	SL552	73395006054			206286
Dorte-Hilleke-Bücherei Menden/Sauerland	AF421	59620040040			206635
Dresden International School Library					64922
Dresden University of Applied Sciences Library					194221
DRK-Kliniken Köpenick. Patientenbibliothek	MB944	110000000000			203044
DWA-Bibliothek					200053
Educational Research Library Frankfurt					196977
Eichendorff-Gymnasium, Lernmittelsammlung		82150017017			208124
Elisabeth-Kinderkrankenhaus. Kinderbücherei	LR745	34030000000			203578
EMBL Szilárd Library					210590
EmmiLis Büchertruhe	EM785	83275006057			208338
EOTO Bibliothek					199579
Ergänzungsbücherei der Büchereifachstelle der Evangelische Landeskirche in Württemberg	ST705	81110000000			207570
Erzbistum Köln - Referat Katholische öffentliche Büchereien	XY742	53150000000			205760
Eselsohr, Öffentliche Bücherei der Evangelische Kirchengemeinde Schloß Holte-Stukenbrock	PP364	57540036036			204150
ESO, Germany Library					821
EUMETSAT Library					210910
Europa-Bücherei	LA661	92620000000			209819
Europabücherei der Stadt Passau	LA661	92620000000			209823
European Nazarene College Library					196153
European Regional Library Support Center					48071
European Southern Observatory Library					193075
Eutiner Landesbibliothek	AD138	10550012012			203427
Evangelisch-lutherische Kindergarten St. Aegidius - Bücherei	AS556	31590017017			204212
Evangelische Kinderlesestube Hohenkirchen	RF777	66330007007			204205
Evangelische -Luth. Kirchengemeinde Königsberg. Bibliothek	RR578	65310002002			204349
Evangelische Amalie-Sieveking-Krankenhaus gGmbH.Ein Haus der Albertinengruppe Bibliothek	NU538	20000000000			203402
Evangelische Bibliothek im Evangelische Krankenhaus	GQ093	100410100100			207195
Evangelische Bibliothek im Jakobi-Krankenhaus	NT741	55660076076			205410
Evangelische Bibliothek im Krankenhaus Bethesda	GP507	51120000000			205196
Evangelische Bücherei Brockum	NW014	32515401009			205571
Evangelische Bücherei der Andreasgemeinde	TH347	64120000000			206794
Evangelische Bücherei der Bethlehemgemeinde	TH335	64120000000			206792
Evangelische Bücherei der Christuskirchengemeinde	TF752	64400003003			206804
Evangelische Bücherei der Christuskirchengemeinde	TF715	64340001001			206832
Evangelische Bücherei der Cnopfschen Kinderklinik	PL028	95640000000			209438
Evangelische Bücherei der Gustav-Adolf-Kirchengemeinde	TH876	73390030030			206267
Evangelische Bücherei der Kirchengemeinde Spiekeroog	TL555	34620014014			203625
Evangelische Bücherei der Kirchengemeinde Warfleth	NS979	34610001001			203775
Evangelische Bücherei der Kreuzkirchengemeinde	TF983	64110000000			207022
Evangelische Bücherei der Luthergemeinde	TJ182	73150000000			206263
Evangelische Bücherei der Martinsgemeinde	TF971	64110000000			207021
Evangelische Bücherei der Thomaskirche Marburg	NW920	65340014014			204293
Evangelische Bücherei der Versöhnungsgemeinde	TH098	64380002002			206871
Evangelische Bücherei Gutach	TD664	83165006014			208393
Evangelische Bücherei im Krankenhaus Buchholz	RA846	33530005005			203336
Evangelische Bücherei im Bürgerspital Einbeck	PA112	31550013013			204554
Evangelische Bücherei im Klinikum Leer	RD628	34570013013			203659
Evangelische Bücherei im Krankenhaus Neustadt	NZ295	32410012012			203965
Evangelische Bücherei im Paulus-Haus	RK977	33530005005			203335
Evangelische Bücherei Kita Wehlheiden	PR412	66110000000			204170
Evangelische Bücherei Osternburg	NX481	34030000000			203580
Evangelische Bücherei Schatzinsel an der Martin-Luther-Schule	SM399	160660063063			210443
Evangelische Bücherei, Maulbach	MB353	65350009009			204330
Evangelische Bücherei. Friesland-Kliniken	TK435	34550014014			203624
Evangelische Gemeinde- und Jugendbücherei	SW619	94780111111			210092
Evangelische Gemeinde- und Jugendbücherei Nürnberg-Zabo	TC866	95640000000			209451
Evangelische Gemeinde- und Kinderbücherei Eidengesäß	QS139	64350018018			206911
Evangelische Gemeinde- und Schulbücherei, Astrid-Lindgren-Schule Hammersbach	TD706	64350013013			206903
Evangelische Gemeindebibliothek	TH232	64360004004			207121
Evangelische Gemeindebücherei	TK757	34550025025			203607
Evangelische Gemeindebücherei	TH761	65320012012			204381
Evangelische Gemeindebücherei	TJ236	65330012012			204392
Evangelische Gemeindebücherei	TK009	73315005072			206361
Evangelische Gemeindebücherei	TJ662	64340009009			206837
Evangelische Gemeindebücherei	TJ601	64380011011			206852
Evangelische Gemeindebücherei	TC362	96765627132			207009
Evangelische Gemeindebücherei	TK770	64370003003			207039
Evangelische Gemeindebücherei	TK939	64320009009			207043
Evangelische Gemeindebücherei	TE681	94790129129			209981
Evangelische Gemeindebücherei Albungen	NU794	66360003003			204519
Evangelische Gemeindebücherei Altenhaßlau	RU981	64350018018			206913
Evangelische Gemeindebücherei Bad Wörishofen	TB862	97780116116			209099
Evangelische Gemeindebücherei Belm	RN589	34590008008			205525
Evangelische Gemeindebücherei Birstein	NW026	64350004004			206924
Evangelische Gemeindebücherei Bruchenbrücken	TH360	64400008008			206811
Evangelische Gemeindebücherei Bücherwurm Großenhausen	RU944	64350018018			206912
Evangelische Gemeindebücherei Calden	NM283	66330005005			204226
Evangelische Gemeindebücherei Darmstadt	TF958	64110000000			207020
Evangelische Gemeindebücherei Densberg	RB061	66340010010			204287
Evangelische Gemeindebücherei der Johannispfarrei	NG856	82260096096			207542
Evangelische Gemeindebücherei der Versöhnungskirche	TH852	73390030030			206268
Evangelische Gemeindebücherei Dorheim	TL439	64400008008			206812
Evangelische Gemeindebücherei Dotzheim	TK605	64140000000			207100
Evangelische Gemeindebücherei e.V. Feuchtwangen	TE504	95710145145			209583
Evangelische Gemeindebücherei Eddersheim	TH724	64360005005			207184
Evangelische Gemeindebücherei Egestorf	RP557	33535402009			203341
Evangelische Gemeindebücherei Eichen	NZ301	64350021021			206805
Evangelische Gemeindebücherei Emmauskirche Kassel	GE341	66110000000			204179
Evangelische Gemeindebücherei Erbstadt	TE036	64350021021			206807
Evangelische Gemeindebücherei Esch	RB036	64390016016			207139
Evangelische Gemeindebücherei Fellingshausen	TF818	65310002002			204350
Evangelische Gemeindebücherei Flacht	TH220	71415004043			207146
Evangelische Gemeindebücherei Fritzlar	TL440	66340005005			204269
Evangelische Gemeindebücherei Gambach	QT478	64400015015			204360
Evangelische Gemeindebücherei Geroldsgrün	TC118	94750128128			209984
Evangelische Gemeindebücherei Grebenstein	NH678	66330010010			204229
Evangelische Gemeindebücherei Groß-Karben	TH918	64400012012			206816
Evangelische Gemeindebücherei Guntersblum	TH621	73395007024			207446
Evangelische Gemeindebücherei Hoch-Weisel	NA982	64400005005			204357
Evangelische Gemeindebücherei Höchst/Odenwald	TH803	64370009009			207077
Evangelische Gemeindebücherei Höchst/Odenwald	TL695	64370009009			207078
Evangelische Gemeindebücherei in der Schule am Hain Hain-Gründau	TH591	64350012012			206910
Evangelische Gemeindebücherei Johanneskirche Bad Hersfeld	TF703	66320002002			204455
Evangelische Gemeindebücherei Kirberg	NE057	65330008008			207162
Evangelische Gemeindebücherei Kreuzkirche	TJ406	64340008008			206841
Evangelische Gemeindebücherei Köppern	TH372	64340002002			206836
Evangelische Gemeindebücherei Loccum	RL131	32560025025			203968
Evangelische Gemeindebücherei Lohne	RP685	34600006006			205550
Evangelische Gemeindebücherei Lumda	TL634	65310006006			204328
Evangelische Gemeindebücherei Martin-Luther-Gemeinde Waldsiedlung	TF673	64400001001			206931
Evangelische Gemeindebücherei Mecklar	RD720	66320012012			204456
Evangelische Gemeindebücherei Mellendorf	NP267	32410019019			203865
Evangelische Gemeindebücherei Nastätten	TK290	71415007092			206426
Evangelische Gemeindebücherei Nellingen	NL891	84255007084			209375
Evangelische Gemeindebücherei Neustadt bei Coburg	TC842	94730151151			210107
Evangelische Gemeindebücherei Niedershausen-Obershausen	TJ054	65330010010			204389
Evangelische Gemeindebücherei Nord	TJ418	64340008008			206838
Evangelische Gemeindebücherei Ottenheim	RG897	83175012150			208271
Evangelische Gemeindebücherei Panrod	AP653	64390001001			207106
Evangelische Gemeindebücherei Partenkirchen	TD019	91800117117			208599
Evangelische Gemeindebücherei Paul-Gerhardt-Kirche, Petrus-Kirchengemeinde 3 Kassel	NE082	66110000000			204176
Evangelische Gemeindebücherei Reekenfeld	NX377	34530001001			203647
Evangelische Gemeindebücherei Riebelsdorf	RI346	66340017017			204282
Evangelische Gemeindebücherei Rüppurr	NJ166	82120000000			208115
Evangelische Gemeindebücherei Salach	SL730	81175003042			207819
Evangelische Gemeindebücherei Schönberg	TC507	95740138138			209524
Evangelische Gemeindebücherei Semd	TH578	64320010010			207084
Evangelische Gemeindebücherei St. Nikolai Sudheim	TE061	31550011011			204508
Evangelische Gemeindebücherei Steinfischbach	TJ844	64390016016			207136
Evangelische Gemeindebücherei Strinz-Trinitatis	TH839	64390007007			207130
Evangelische Gemeindebücherei und Gemeindebücherei	TJ625	71435002287			206402
Evangelische Gemeindebücherei Wehlheiden Kassel	QJ396	66110000000			204171
Evangelische Gemeindebücherei Weingartsgreuth	PE555	95725510143			210067
Evangelische Gemeindebücherei Weisenau	TJ133	73150000000			206262
Evangelische Gemeindebücherei Wellerode	NW579	66330024024			204208
Evangelische Gemeindebücherei Westerburg	TJ911	71435006309			206453
Evangelische Gemeindebücherei Westuffeln	NA994	66330005005			204225
Evangelische Gemeindebücherei Wichmannshausen	RQ574	66360011011			204444
Evangelische Gemeindebücherei Wieseck	QH380	65310005005			204337
Evangelische Gemeindebücherei Willingen	PT278	66350022022			204263
